id	sentence	id_tr	sentence_tr
1560585	Кешен жанында шаңғы базасы бар.	1560586	Рядом с комплексом есть лыжная база.
1560587	Препараттың үлкен бөлігі метаболит түрінде несеппен шығарылады.	1560588	Большая часть препарата выводится с мочой в форме метаболитов.
1561551	7 мамыр - Отан қорғаушы күні - Қазақстанда мемлекеттік мереке болады.	1561552	7 мая - день защитника Отечества - в Казахстане станет государственным праздником.
1561553	Оларға ақша бер.	1561230	Дай им деньги.
1561554	Отан қорғаушы күні - 2012 жылы 7 мамырда - тәуелсіз Қазақстанның Қарулы Күштеріне 20 жыл толады.(Н.Назарбаев)	1561555	В день защитника Отечества - 7 мая 2012 года - Вооружённым силам независимого Казахстана исполняется 20 лет.(Н.Назарбаев)
1561556	Бұл күн - казақстандықтардың ерлікке толы шежіресін және Отанға қызмет ету дәстүрінің сабақтастығын сипаттайды.(Н.Назарбаев)	1561557	Этот день одновременно олицетворяет летопись героических подвигов казахстанцев и преемственность традиций служения Отечеству.(Н.Назарбаев)
1561558	Біздің әскери қызметшілер жоғары кәсіби даярлық, үйлесімділік пен жауынгерлік дағды үлгісін керсетуде.(Н.Назарбаев)	1561559	Наши военнослужащие демонстрируют пример высокой профессиональной подготовки, слаженности и боевой выучки.(Н.Назарбаев)
1561560	Қазақстан Республикасының Қарулы Күштер қатарында қызмет ету әрбір қазақстандықтың құрметті міндеті, аға буынның батырлық және жауынгерлік дәстүрлеріне негізделген патриотизмнің жоғары адамгершілік мектебі ретінде қалыптасып отыр. Н.Назарбаев	1561561	Служба в рядах Вооружённых сил Республики Казахстан является почётной обязанностью каждого казахстанца, мощной нравственной школой патриотизма, основанной на героических и боевых традициях старших поколений.
1561562	Қазақстанның барлық халқына ашық аспан, өсіп-еркендеу мен бақ-береке, Отанымыз - Қазақстан Республикасының игілігі үшін жаңа жетістіктер тілеймін.	1561563	Желаю всему народу Казахстана мирного неба над головой, процветания и благополучия, новых свершений во благо нашей Родины - Республики Казахстан.
1561565	Ресей тағы да басты компьютерлік қарақшылардың қара тізіміне енгізілді, - деп хабарлады Би-Би-Си.	1561566	Россию снова включили в состав чёрного списка основных компьютерных пиратов, - сообщает Би-Би-Си.
1561568	Оған барлығы 13 мемлекет енгізілген, олардың арасында Украина, Канада, Аргентина, Үндістан, Алжир, Чили, Индонезия, Израиль, Пәкістан, Таиланд және Венесуэла бар.	1561569	Всего в него включены 13 государств, среди которых также Украина, Канада, Аргентина, Индия, Алжир, Чили, Индонезия, Израиль, Пакистан, Таиланд и Венесуэла.
1561571	Соңғы жылдары Ресей мен Қытай осы тізімнің көш басында келеді.	1561572	В последние годы Россия и Китай возглавляют данный список.
1561574	Венгрия – Еуропаның орталығында орналасқан мемлекет.	1561575	Венгрия - государство, расположенное в Центральной Европе.
1561577	Қазақстан және Венгрия арасындағы экономикалық ынтымақтастық жаңа сатыға көтерілді.	1561578	На новый уровень поднялось экономическое сотрудничество Казахстана и Венгрии.
1561579	Венгрия 1955 жылдан БҰҰ мүшесі.	1561581	Венгрия является членом ООН с 1955 года.
1561582	БҰҰ "Біріккен Ұлттар Ұйымы" білдіреді.	1129214	«ООН» означает «Организация Объединённых Наций».
1561585	Қазақстандағы орыс тiлi — сақтаушылардың саны бойынша екiншi және Қазақстан Республикасындағы тiл таратулар иелiкке және деңгей бойынша бiрiншi.	1561586	Русский язык в Казахстане — второй по численности носителей и первый по владению и уровню распространения язык в Республике Казахстан.
1561588	Қазақстан орыс тiлдiлiгiн ерекшелiк адамдарының көпшiлiгi қатты сөйлейтiн қазiргi республикада орысша болатын, этникалық орыс болып табылмағандығында.	1561590	Особенностью русскоязычия Казахстана является то, что большинство людей, говорящих по-русски в современной республике, не являются этническими русскими.
1563302	Содан бері үш жыл өтті.	1319298	С тех пор прошло три года.
1563309	Әр нәрсенің өз атауы бар.	1563311	Каждый предмет имеет своё название.
1563314	Жаңа жұмыс орындарын ашу қажет.	1563325	Необходимо создать новые рабочие места.
1563794	Құрғақ жерде сақтау керек.	1563796	Хранить в сухом месте.
1563797	Балалар әдебиеті — балаларға арналып жазылған әдеби шығармалар.	1563798	Детская литература - литературные произведения, написанные для детей.
1563800	Ол бізге қаланың шетінде тұс болды.	1563801	Он попался нам на окраине города.
1563802	C# — объектілі бағытталған бағдарламалау тілі.	1563803	C# — объектно-ориентированный язык программирования.
1563804	Әйтеке би - қазақ халқының бірлігін нығайтуға үлкен үлес қосқан атақты үш бидің бірі, мемлекет қайраткері.	1563807	Айтеке би - государственный деятель, один из трёх известных биев, внёсших значительный вклад в укрепление единства казахского народа.
1563808	Әйтеке би Ташкенттен 75 шақырым жердегі Қауыншы жөне Шыназ ауылдарының маңында жерленген.	1563809	Айтеке би был похоронен в 75 км от Ташкента в районе аулов Кауыншы и Чиназ.
1563811	Мұның өзгелерден не айырмасы бар?	1563812	Чем оно отличается от других?
1563813	Олар үшін қозы мен лақтың ешқандай айырмасы жоқ.	1563815	Для них нет никакой разницы между ягнёнком и козлёнком.
1563817	Осы тұста құдық болу керек.	1563818	В этом направлении должен быть колодец.
1563819	Әр халықтың өз әдет-ғұрыпы және дәстүрі бар.	1563820	У каждого народа свои обычаи и традиции.
1563821	Бибі Фатима — әйел затының пірі.	1563822	Фатима Биби — покровительница женщин.
1563829	Итальяндық ұрылар зергерлік дүкеніне дейін 1 шақырым жерасты жолын қазған.	1563830	Итальянские воры прорыли под землёй лаз длиной 1 километр до ювелирного магазина.
1563832	Жеті жарғы – Тәуке хан тұсында қабылданған қазақ халқының дәстүрлі әдет-ғұрып заңдарының жинағы.	1563835	Семь установлений - сборник традиционных законов обычного права казахского народа, принятый во времена правления Тауке хана.
1563861	Достың сөзі - үлкен қуат.	1563865	Слово друга — большая поддержка.
1563870	Құдай қуат берсін!	1563872	Дай Бог тебе силы!
1563878	Биылдан бастап біздің зауыттың өндірістік қуаты екі есе артты.	1563882	Начиная с этого года, производственная мощность нашего завода увеличилась в два раза.
1563886	Оның баласы биылдары мектеп бітіретін болар.	1563890	Кажется, его сын в этом году заканчивает школу.
1563905	Ол көшеде қыдырып жүр.	1563906	Он гуляет на улице.
1563905	Ол көшеде қыдырып жүр.	1563907	Она гуляет на улице.
1563917	Ешқашан мұңайма, досым!	1563920	Никогда не унывай, мой друг!
1563935	Ексең — орарсың.	572307	Что посеешь, то и пожнёшь.
1563938	Не ексең - соны орарсың.	572307	Что посеешь, то и пожнёшь.
1563944	Ол малға жұқпалы ауруларға қарсы егеді.	1563947	Он делает скотине прививку против инфекционных заболеваний.
1564024	Қазақстанның оңтүстік бөлігінде бұршақ жауады.	1564025	В южной части Казахстана пройдёт град.
1564036	Ертең Астанада көшпелі бұлт шығады.	1564038	Завтра в Астане будет переменная облачность.
1564049	Ертең Алматыда түске дейін өткінші жаңбыр жауады.	1564051	Завтра в Алматы до обеда пройдёт кратковременный дождь.
1564054	Ертең елордасы Астанада көшпелі бұлт шығады, жауын-шашын болмайды.	1564057	Завтра в столице Астане ожидается переменная облачность, осадков не будет.
1564059	Олардың сөйлеген интонациясы, айтылу мәнері мен ым әрекеттеріне сәйкес сөйлеуге тырысыңыз.	1564060	Старайтесь имитировать, говорить соответственно их произношению, интонации и речевому поведению.
1564074	Мағынасы жақын сөздер жұбын табыңыз.	1564075	Найдите пару слов с близким значением.
1564092	Шымкент айналасында табиғаты тамаша көрікті жерлер көп.	1564093	Вокруг Шымкента много красивейших мест с замечательной природой.
1564094	Ауылдан әжем келді.	1564095	Из аула приехала моя бабушка.
1564105	Досым Ержан Мәскеуде оқиды.	1564106	Мой друг Ержан учится в Москве.
1564107	Келесі жылы демалысымды шетелде өткіземін.	1564109	В следующем году я проведу свои каникулы за границей.
1564117	Бос уақытта мен гитар тартамын.	1121793	В своё свободное время я играю на гитаре.
1564119	Терезе әйнектеріне күн шағылысады.	1564120	Солнце играет на оконных стёклах.
1564122	Ол рояльді көптен бері тартады.	1564124	Он давно играет на рояле.
1564126	Бос уақытта не істейсіз?	447921	Что вы делаете в свободное время?
1564128	Бұл қаламұш жазбайды.	1564130	Это перо не пишет.
1564132	Бос уақытта мен тақпақ жазамын.	610824	В свободное время я пишу стихи.
1564135	Бос уақытта мен тақпақ жазып жүремін.	610824	В свободное время я пишу стихи.
1564139	Оларға үнемі көңіл бөлуге уақыт болмайды.	1564141	У меня не бывает времени, чтобы постоянно им уделять внимание.
1564144	Ол маған көптен бері жазған жоқ.	1564146	Он мне давно не писал.
1564144	Ол маған көптен бері жазған жоқ.	1564147	Она мне давно не писала.
1564148	Ол жақсы малтиды.	676644	Он хорошо плавает.
1564148	Ол жақсы малтиды.	796264	Она хорошо плавает.
1564152	Мен балықтай жүземін.	1564153	Я плаваю как рыба.
1564155	Үйлер жап-жасыл ағаштарға бөленген.	1564156	Дома утопают в зелени деревьев.
1564160	Доңғалақтар құмға малтығады.	1564161	Колёса тонут в песке.
1564164	Ол емтиханнан құлап қалды, себебі ол жалқау.	1564165	Он провалил экзамен, потому что лентяй.
1564167	Екі талапкер мемлекеттік тіл бойынша емтиханнан құлап қалды.	1564169	Два абитуриента провалили экзамены по государственному языку.
1564237	Басың жалтыр екен, білесің!	914852	Знаешь, а голова-то у тебя лысая!
1564256	Бүгін аптаның қай күні?	1564258	Сегодня какой день недели?
1564261	Сейсенбі аптаның нешінші күні?	1564263	Каким днём недели является вторник?
1564265	Балалар, біз бүгін ертегілер әлеміне саяхат жасаймыз.	1564267	Дети, мы сегодня совершим путешествие в мир сказок.
1564268	Қазір қай жыл мезгілі?	1564269	Сейчас какое время года?
1564290	Қыс айлары – желтоқсан, қаңтар, ақпан.	1564291	Зимние месяцы - декабрь, январь, февраль.
1564293	Қаңтар – бұл жыл басы.	1564294	Январь - это начало года.
1564295	Қаңтарда күн қысқарып, түн ұзарады.	1564296	В январе дни короче, а ночи становятся длиннее.
1564297	Сен бұл жыл мезгілін ұнатасың ба?	1564298	Тебе нравится это время года?
1564299	Қыста ауа райы қандай болады?	1564300	Зимой какая бывает погода?
1564306	Кім жоқ?	677317	Кто отсутствует?
1564959	Балалар туралы ойлаңыздар!	897951	Подумайте о детях!
1564960	Ересек адамдар, бұл туралы ойлаңыздар!	1564961	Взрослые, подумайте об этом!
1564962	Жақсы нәрселер туралы ойлаңыз.	1564963	Думайте о хороших вещах.
1565303	Мен қазақша жазамын.	1565304	Я пишу по-казахски.
1565305	Бүгінде мемлекеттік тіл туралы көп айтады.	1565306	Сейчас много говорят о государственном языке.
1565308	Сұхбатымызды дәстүрлі сұрақтан басталық.	1565309	Начнём наше интервью с традиционного вопроса.
1565310	Бұл өндірісте мамандар баршылық.	1565311	На этом производстве достаточно специалистов.
1565312	Бұл тұмар ұрпақтан ұрпаққа жеткізеді.	1565313	Этот талисман передаётся из поколения в поколение.
1565317	Сізбен танысуға ұлықсат етіңіз.	1565320	Разрешите с Вами познакомиться.
1565321	Біз Мәскеудің тарихи орындарымен таныстық.	1565323	Мы ознакомились с историческими местами Москвы.
1565324	Кіріңіз, ал танысайық!	1565325	Входите, давайте знакомиться!
1565328	Ежелгі дос айырылмас.	1565330	Старые друзья не расстанутся никогда.
1565331	Ол машина жүргізуді үйренді.	1565333	Она научилась водить машину.
1565335	Ол баласын үйлендірді.	1565336	Он поженил своего сына.
1565338	Қызды өзінің сүйгеніне қосты.	1565340	Девушку выдали замуж за её избранника.
1565354	Ол уақытты зая жібермейді.	1565355	Он не тратит время попусту.
1565356	Ол қосақ арасында бос кетті.	1565358	Он был обвинён зря.
1565359	Бос әуре болма!	1565363	Зря не старайся!
1565360	Ол ауызына әлі жетпейді.	1565361	Он не умеет держать язык за зубами.
1565364	Бөлмеде күйік иіс бар.	1565365	В комнате пахнет угаром.
1565366	Ит үреді, керуен көшеді.	1565367	Собака лает, караван идёт.
1565368	Не істесең де өз ырқыңда.	1565370	Воля твоя, что хочешь, то и делай.
1565371	Ырыс қашса да, туыс қашпайды.	1565373	Даже если счастье и уйдёт, родные в беде не оставят.
1565372	Маған қарағанда сен оны жақсы білесің.	1565374	Ты его знаешь лучше, чем меня.
1565375	Қарай гөр, бәлем!	1565376	Смотри у меня — получишь!
1565377	Ас үйден пияз иісі шығады.	1565378	На кухне пахнет луком.
1565379	Дос басқа қарайды, дұшпан аяққа қарады.	1565380	Для друга главное — достоинство человека, а для недруга — его богатство.
1565379	Дос басқа қарайды, дұшпан аяққа қарады.	1565381	Друг смотрит на голову, а враг - на ноги.
1565382	Мен саған досым деп қараймын.	1565383	Я считаю тебя своим другом.
1565384	Саған қарап отырмын.	2620428	Я жду тебя.
1565386	Жетпегені осы ма еді!	1565387	Только этого нам не хватало!
1565388	Жабайы түйелер құрыды.	1565389	Дикие верблюды вымерли.
1565390	Тамақ бәрімізге де жетеді.	1565391	Еды хватит всем.
1565392	Оған туған жерінен топырақ бұйырды.	1565393	Ему было суждено умереть на родине.
1565394	Дос пен қасты айыра алмайсың.	1565420	Ты не можешь отличить друга от врага.
1565395	Геологтар кен қарай келіпті.	1565396	Геологи прибыли на разведку руды.
1565397	Бірінші байлық — денсаулық, екінші байлық — ақ жаулық.	1565398	Первое богатство — здоровье, второе богатство — жена.
1565399	Іс насырға шапты.	1565400	Дело приняло опасный оборот.
1565401	Малға қасқыр шапты.	1565402	Волк напал на скот.
1565403	Самайына ақ кірді.	1565404	У него виски стали с проседью.
1565405	Ол балаларын мықтап тұтады екен.	1565406	Он держит своих детей в строгости.
1565407	Бұл ақша маған аздық қылады.	1565408	Этих денег мне будет недостаточно.
1565409	Достарымыз да, қастарымыз да бар.	1565410	У нас есть как друзья, так и враги.
1565411	Көрпе қозы семіз келер.	1565412	Ягнёнок раннего окота обычно бывает жирным.
1565413	Екі қыз көрпе қабуға отырған.	1565414	Две девушки сидели за стёжкой.
1565415	Өтпес пышақ қол кесер.	1565418	Тупой нож режет пальцы.
1565421	Әліне қарамай жағасына жарамаса түсті.	1565422	Несмотря на то, что у него не было сил, он схватил его за шиворот.
1565423	Жоғалған атын қарап жүр.	1565424	Он ищет своего пропавшего коня.
1565425	Алды-артына қара!	1565426	Гляди в оба!
1565428	Ол есік жаққа қарады.	1565429	Он посмотрел в сторону двери.
1565430	Темірге қарағанда қалайы жұмсақ.	1565431	По сравнению с железом олово мягкое.
1565432	Қарамаса қатын кетеді, бақпаса мал кетеді.	1565433	Если не ухаживать - жена уйдёт, если оставить без присмотра - табун уйдёт.
1565434	Қарау болма, дұрыс ойна!	1565435	Не мошенничай, играй честно!
1565436	Күшті күшіне сенеді, күшсіз несіне сенеді?	1565437	Если сильный надеется на свои силы, то на что надеяться слабому?
1565438	Науқас асқа қарады.	1565439	У больного появилось желание есть.
1565440	Қараудың қазынасы қарғаға бұйырар.	1565441	Богатство скряги достанется воронам.
1565442	Шаршағанына қарамастан ол жұмысқа кетті.	1565443	Несмотря на усталость он пошёл на работу.
1565444	Ақтан сұрағанның аты азып, тоны тозбас.	1565445	Кто честно трудится, у того конь не изнуряется и одежда не изнашивается.
1565446	Осы-ақ па?	1565447	Только и всего?
1565446	Осы-ақ па?	1565448	И всего-то?
1565449	Сен менімен сөйлеспей-ақ қой!	1565450	Тогда уж не разговаривай со мной!
1565451	Бұйырған кетпейді, жүгірген жетпейді.	1565452	То, что предначертано судьбой, не уйдёт, а погнавшийся не дойдёт.
1565453	Ол біресе маған, бір саған қарайды.	1565454	Он смотрит то на меня, то на тебя.
1565455	Жұрт маңы тақыр болып қалды.	1565456	Вокруг стойбища земля превратилась в такыр.
1565457	Бұл жерге үлкен зауыт құрамыз.	1565458	Здесь построим большой завод.
1565459	Сот қылмыстыны жеті жылға кесті.	1565460	Суд приговорил преступника к семи годам.
1565461	Темір жол даланы кесіп өтті.	1565462	Железная дорога пересекла степь.
1565464	Ол менің жүрісімді аудармай салады.	1565465	Он точь-в-точь копирует мою походку.
1565469	Аққа қара жоқ, қараға шара жоқ.	1565470	Честного не очернить, а нечестного ничем не оправдать.
1565473	Мен орыс тілінен қазақ тіліне аударамын.	1565475	Я перевожу с русского языка на казахский.
1565476	Ол көптің көңілін өзіне аударды.	1565477	Он привлёк к себе внимание многих.
1565480	Сәт сапар болсын!	637821	Счастливого пути!
1565480	Сәт сапар болсын!	1460931	Доброго пути!
1565484	Дұшпандар ел шабуға көшті.	1565485	Душманы перешли к набегам.
1565486	Баланың іші өтіп жүр.	1565488	У ребёнка понос.
1565490	Оның соғысы қатты.	1565491	У него крепкий удар.
1565492	Ақ қойым тұрып кетті, қара қойым жатып қалды.	1565493	Моя белая овца встала и ушла, а чёрная осталась лежать.
1565579	Қонақ үй тәүлік бойы жұмыс істейді.	1565581	Гостиница работает круглосуточно.
1565584	Байытылған тамақ өнімдері - бұл дәрумендер, минералдық заттар, микроэлементтер қосылған тағам өнімдері.	1565585	Обогащённые продукты питания - это продукты питания, включающие в себя витамины, минеральные вещества, микроэлементы.
1565586	Делегация құрамына Корея Республикасы елшілігінің өкілдері кірді.	1565587	В состав делегации вошли представители посольства Республики Кореи.
1565588	Кеме айлаққа кірді.	1565589	Корабль вошёл в гавань.
1565590	Шеге қабырғаға тереңдеп кірді.	1565591	Гвоздь глубоко вошёл в стену.
1565592	Ол жұмысқа кірді.	1565593	Он устроился на работу.
1565592	Ол жұмысқа кірді.	1565594	Она устроилась на работу.
1565595	Бүркіттің болат тұяғы түлкінің арқасына кірш етіп кіріп кетті.	1565596	Стальные острые когти беркута вонзились в спину лисы.
1565597	Қырттың сөзіне малданба.	1565598	Не верь словам пустомели.
1565599	Ол қыртылдатып бірдеме жегендей.	1565600	Как будто он ест что-то с хрустом.
1565601	Ол маған қыртиып жүр.	1565602	Он на меня обижается.
1565601	Ол маған қыртиып жүр.	1565603	Она на меня обижается.
1565604	Ол қыртысы жазылды.	1565607	Он перестал сердиться.
1565604	Ол қыртысы жазылды.	1565608	Она перестала хмуриться.
1565605	Қонақтың астына құрамыс көрпе тасталды.	1565606	Гостю постелили лоскутное одеяло.
1565609	Құрамыспен екі шелек су әкелдік.	1565610	На коромысле мы принесли два ведра воды.
1565611	Соңғы кезде құрастырмалы үйлер көп салынды.	1565612	В последнее время было построено много блочных сборных домов.
1565613	Ол үш үйректі қабаттатып түсірді.	1565614	Он подбил сразу трёх уток.
1565615	Көрпенің қабуы сөгіліпті.	1565616	Шов одеяла распоролся.
1565617	Өзеннің оң жақ беті қабақты көрінді.	1565618	Правый берег реки оказался обрывистым.
1565621	Оның беті суықтан қабартқан.	1565623	Его лицо опухло от холода.
1565622	Судың көлемі кішірейе бастады.	1565624	Объём воды начал уменьшаться.
1565625	Мен қойған шартыңа қайылмын.	1565626	Я согласен на твоё условие.
1565627	Қайын бикелеріңе жоныңды бермей отыр.	1565628	Тебе не положено садиться спиной к старшим родственницам жены.
1565629	Келін қайынның алдын кес-кестемес болар.	1565630	Сноха должна уступать дорогу деверю.
1565631	Ол қайтпас жолға шекті.	1565633	Он ушёл в небытие.
1565632	Ол сол араға қайтқыштай берді.	1565634	Он туда постоянно возвращался.
1565635	Студенттік филармония ардагерлер үшін концерттік бағдарлама дайындады.	1565636	Студенческая филармония подготовила концертную программу для ветеранов.
1565637	Мемлекет басшысы Николя Саркозиге көп жылдар бойы Қазақстан мен Франция арасындағы қарым-қатынастардың дамуына қосқан еңбегі үшін алғысын білдірді.	1565638	Глава государства поблагодарил Николя Саркози за многолетний труд в деле развития отношений между Францией и Казахстаном.
1565639	9 мамырда Астанада Ұлы Отан соғысындағы Жеңіс күні құрметіне "Отан қорғаушылар" монументіне гүл шоқтары қойылып, театрландырылған қойылымдар ұсынылады және мерекелік концерттер өтеді.	1565640	9 мая в Астане в ознаменование Дня Победы в Великой Отечественной войне состоятся возложение корзин с цветами к монументу «Отан коргаушылар», театрализованное представление и праздничные концерты.
1565650	Үздіксіз өндірісте жұмыс жасайтын қызметкерлерге, демалыс күні бікітілген аусым кестесіне сәйкес белгіленсін.	1565651	Работникам, занятым на непрерывных производствах, выходные дни предоставить согласно утверждённым графикам сменности.
1565744	Ұққыштық — адамдағы жақсы қасиет.	1565746	Восприимчивость — хорошая черта человека.
1565753	Оның сөзін ешкім ұқпайды.	1565754	Никто не может понять его слов.
1565757	Ұқтыра алмасам — менен, ұға алмасаң — сенен.	1565760	Если не объясню тебе внятно — я виноват, если не запомнишь — ты виноват.
1565762	Әр ұрпақ тарихты қайта жазып шығады.	1565764	Каждое поколение заново переписывает историю.
1565766	Жүрек тынса тірлікте не ұғым бар.	1565767	Если сердце перестанет биться, тогда нет и смысла жизни.
1565770	Адам ғұмыры сағаттың тіліндей емес, қатал бір жүйелілікке, мейлінше кесіп-пішіп тастаған бір мөлшірлілікке көне бермейді.	1565771	Человеческое время всегда будет сопротивляться строгому единообразию и жёсткому делению на отрезки, которые свойственны часам.
1565773	Қызулыққа салма!	1565774	Не горячись!
1565775	Бұған кім жауапты?	1565778	Кто за это в ответе?
1565776	Бұған кім кінәлы?	1565777	Кто в этом виноват?
1565783	"Кіруге рұқсат па?" "Иә, кіріңізші."	1345666	"Могу я войти?" "Да, пожалуйста."
1565786	Тілеуің болсын, онша қатты сөйлемеңізші.	1565787	Пожалуйста, не говорите так громко.
1565790	Бұлбұл құс зымыстан көрмей, гүлстан қадірін білмес.	1565791	Соловей, не познавший стужу, не оценит цветочный сад.
1565792	Менің әскери проблемаларға тоқталуым тегін емес.	1565794	Я не случайно остановился на военных проблемах.
1565796	Екінші дүниежүзілік соғыстың басында ағылшындар әскери министрлік өтіп кеткен соғысқа әзірленіп жатыр деп қалжыңдайды екен.	1565797	В начале второй мировой войны в Англии шутили, что военное министерство всегда готовится к прошлой войне.
1565798	Мені қажақтағанды қой!	1565800	Прекращай шутить надо мной!
1565801	Балаларды ләйлек алып келеді.	1565802	Детей приносит аист.
1565806	Екінші рет қайталап сұраймын.	1565807	Второй раз спрашиваю.
1566428	Ол оқуға ынтық.	1566429	У него страстное желание учиться.
1566430	Мен шет тілдерді білуге ынтықпын.	1566431	Я очень хочу овладеть иностранными языками.
1566442	Осылай болары айқын еді.	1566446	Было ясно, что будет так.
1566449	Мен оған сәлем айтып жібердім.	1566451	Я ему передал привет.
1566453	Шын дос қиыншылықта танылады.	1566454	Настоящий друг познаётся в беде.
1566455	Ажал айтып келмейді.	1566456	Смерть приходит без приглашения.
1566457	Шының ба?	1566458	Правду ли ты говоришь?
1566459	Айнала айқын көрінді.	1566460	Всё кругом отчётливо видно.
1566462	Оның жазуы танылмайды.	1566463	Его почерк не распознаётся.
1566464	Үйдің есігі тығыз жабылады.	1566466	Дверь дома плотно закрывается.
1566467	Ол қобалжи бастады.	1566468	Он стал волноваться.
1566469	Оған қобалжуға болмайды.	1566470	Ему нельзя волноваться.
1566471	Бұл жұрттың қобалжуын туғызуы мүмкін.	1566472	Это может вызвать народное негодование.
1566474	Қыздың шашы бейне жібек.	1566475	Волосы девушки подобны шёлку.
1566479	Ол балаларды үйге тастап кетті.	1566481	Она оставила детей дома.
1566483	Ол заттарын сыртқа тастап, өзі үйге кірді.	1566485	Он оставил вещи во дворе, а сам вошёл в дом.
1566486	Жылқы жүнін тастады.	1566487	У лошади полиняла шерсть.
1566488	Оның сөзін жерге тастама!	1566490	Не оставь его просьбу без внимания!
1566491	Бірлігі жоқ ел тозады, бірлігі күшті ел озады.	1566492	Несплочённый народ пропадёт, а сплочённый - будет впереди.
1566493	Мен сол кезде нашар адам едім.	1566494	Я был тогда очень беден.
1566496	Жарық дүниеде адамның көрері көп.	1566497	В этом бренном мире человеку суждено многое пережить.
1566499	Оның көретін жарығы бар екен.	1566500	Видно, что ему суждено жить.
1566501	Оның тісіне тас тиді.	1566502	Он потерпел неудачу.
1566501	Оның тісіне тас тиді.	1566503	Он потерпел фиаско.
1566505	Тістерім ауырады.	466953	У меня болят зубы.
1566506	Тісім ауырады.	831924	У меня болит зуб.
1566507	Басым ауырады.	426566	У меня болит голова.
1566507	Басым ауырады.	1060808	У меня голова болит.
1566509	Қатты жерге қақ тұрады.	1566510	На твёрдой почве образуется лужа.
1567001	Том қызықты күледі.	1566965	Том забавно смеётся.
1567002	Ол қызықты етіп айтып береді.	1567003	Он забавно рассказывает.
1567004	Мен қалжыңдап тұрмын, сен оны шын көрдің.	1567005	Я смеюсь, а ты и поверил.
1567006	Ол қауіп-қатерді ол елемей келеке етеді.	1567007	Он смеётся над опасностью.
1567008	Соң күлген, оң күледі.	464841	Хорошо смеётся тот, кто смеётся последним.
1567009	Жұмыс күні аяқталды.	1567010	Рабочий день закончился.
1567011	Жұмыс аяқталды.	423182	Работа завершена.
1567011	Жұмыс аяқталды.	1567013	Работа закончена.
1567014	25 мамырда мектептерде соңғы қоңырау шылдырлайды.	1567015	25 мая в школах прозвенит последний звонок.
1567016	Оқу жылы аяқталды.	1567017	Учебный год закончился.
1569180	Мен дүкенде бес кез мата алдым.	1569181	Я купил в магазине пять метров материи.
1569191	Сортаңға шөп бітпейді.	1569193	На солончаке трава не растёт.
1569194	Бітпеген малдан үміт, шықпаған жаннан үміт.	1569196	Надейся на отсутствующее богатство и на непокинувшую тело душу.
1569199	Бітті дей бер!	1569200	Считай, пропало!
1569201	Біткен іске сыншы көп, піскен асқа жеуші көп.	1569202	На готовое дело много критиков, на готовый обед — много едоков.
1569203	Біткен істің басына жақсы келер қасына.	1569204	У делового человека и дело спорится.
1569205	Балапан ұяда не көрсе, ұшқанда соны алады.	1569206	Птенец способен на то, чему научили его в гнезде.
1569207	Төбе шашы тік тұрды.	1569208	У него волосы стали дыбом.
1569209	Шаш ал десе, бас алу.	1569210	Ему велишь стричь волосы, а он снимает голову.
1569211	Ол жылжымайтын мүлік орталығында жұмыс істейді.	1569212	Она работает в центре недвижимости.
1569213	Тыста күтемін.	1569214	Буду ждать снаружи.
1569213	Тыста күтемін.	1569215	Подожду снаружи.
1569216	Тысқа шық!	1569217	Выходи во двор!
1569216	Тысқа шық!	1569218	Выходи на улицу!
1569216	Тысқа шық!	1569219	Выходи наружу!
1569221	Ол кітапты күтіп ұстады.	1569222	Она бережно обращается с книгой.
1569223	Ол бізбен пәтерлес.	1569224	Он наш сосед по квартире.
1569226	Мені тәтті тіліңмен алдай алмайсың.	1569227	Ты меня сладкими речами не проведёшь.
1569228	Малдан жан тәтті.	1569230	Жизнь слаще, чем богатство.
1569231	Тәттіні көп жеме.	1569232	Не ешь много сладостей.
1569233	Суыр алты ай қысқы ұйқыда болады.	1569234	Сурок в течение шести месяцев находится в спячке.
1569235	Ұйқытынықтырады, жұмыс шынықтырады.	1569236	Труд закаляет, сон освежает.
1569238	Ол ұйқыны қандырып алды.	1569239	Он выспался.
1569242	Ол ұйқы келтіретін дәрі ішті.	1569243	Она выпила снотворное.
1569244	Оның тас төбесінде бармақтай қалы бар.	1569245	У него на самой макушке родинка величиной с палец.
1569246	Оның құлағы тас бітіп қалды.	1569248	Он ничего не слышит.
1569246	Оның құлағы тас бітіп қалды.	1569249	Ему наглухо заложило уши.
1569251	Күн тас төбеге шықты.	1569252	Солнце находится в зените.
1569254	Маңдайы күнге тимеген.	1569255	Её лба не касалось солнце.
1569256	Бұл маңдайына жазып қойған жоқ.	1569257	Это на лбу не написано.
1569258	Сүйінгеннен жүрек жарылмас, күйінгеннен маңдай жарылмас.	1569259	От радости сердце не разрывается, от горя лоб не разбивается.
1569260	Оқ тиіп ақ маңдайдан ағып қаным.	1569261	Пуля попала в лоб, и я истекаю кровью.
1569263	Бақ түссе маңдайдан, тас түссе талайдан.	1569264	Если счастье выпадет, то от судьбы, если камень упадёт, то от невезенья.
